,Servers,Values
0,1 server(s),0.15187961438333805
1,1 server(s),0.13718605415554463
2,1 server(s),0.10516412549510692
3,1 server(s),0.10024201288573639
4,1 server(s),0.0898703694747228
5,1 server(s),0.10189225391109952
6,1 server(s),0.08632609788624009
7,1 server(s),0.10882860223002194
8,1 server(s),0.11000412726839387
9,1 server(s),0.12737337868374896
10,1 server(s),0.1078223336551323
11,1 server(s),0.07883323000265297
12,1 server(s),0.14012895781478893
13,1 server(s),0.08371682888589212
14,1 server(s),0.11897953509910922
15,1 server(s),0.09717812116031685
16,1 server(s),0.1061521773709041
17,1 server(s),0.13016202211647904
18,1 server(s),0.13617618230257783
19,1 server(s),0.11327337169531744
20,1 server(s),0.07026733007901609
21,1 server(s),0.11988324922773284
22,1 server(s),0.11569135895304482
23,1 server(s),0.10030437837641938
24,1 server(s),0.11790267227957058
25,1 server(s),0.09146131009610824
26,1 server(s),0.08800198164109647
27,1 server(s),0.12658775327425875
28,1 server(s),0.11652745454425022
29,1 server(s),0.10545930535273067
30,1 server(s),0.11874109468856821
31,1 server(s),0.0935038139064805
32,1 server(s),0.0894770288854765
33,1 server(s),0.08246616979225488
34,1 server(s),0.11961555635107941
35,1 server(s),0.13916039149229828
36,1 server(s),0.12747399709356863
37,1 server(s),0.09527600781096589
38,1 server(s),0.09265956080843175
39,1 server(s),0.1293483516707113
40,1 server(s),0.07562889878846851
41,1 server(s),0.11689325057385985
42,1 server(s),0.10325933089710103
43,1 server(s),0.12988566186867803
44,1 server(s),0.12425644449715878
45,1 server(s),0.1017068782181686
46,1 server(s),0.12486144915434283
47,1 server(s),0.10056819147166261
48,1 server(s),0.09585956170898699
49,1 server(s),0.0699880211572972
50,1 server(s),0.13757219704033755
51,1 server(s),0.09375857530839897
52,1 server(s),0.08520807056743541
53,1 server(s),0.11924814425354492
54,1 server(s),0.10621621306003315
55,1 server(s),0.11590310712367338
56,1 server(s),0.0975500520734852
57,1 server(s),0.10519509136195176
58,1 server(s),0.10378938899708108
59,1 server(s),0.12185931956304165
60,1 server(s),0.09920976237088297
61,1 server(s),0.09915235048139295
62,1 server(s),0.1254011914519059
63,1 server(s),0.12917793572506206
64,1 server(s),0.1388033796036275
65,1 server(s),0.08642293858599571
66,1 server(s),0.10424850790994328
67,1 server(s),0.09554877327552276
68,1 server(s),0.11039902033006159
69,1 server(s),0.10908667882275962
70,1 server(s),0.12337920084632316
71,1 server(s),0.12287052537934948
72,1 server(s),0.11230700539990071
73,1 server(s),0.1029335712426311
74,1 server(s),0.1388177208024614
75,1 server(s),0.12472578014418642
76,1 server(s),0.12554907826238582
77,1 server(s),0.09233978016069927
78,1 server(s),0.12198327713863506
79,1 server(s),0.13938991372811757
80,1 server(s),0.1274747923246427
81,1 server(s),0.09903962657984568
82,1 server(s),0.10790049580867117
83,1 server(s),0.09232211879808719
84,1 server(s),0.12464366134154051
85,1 server(s),0.1426351829080776
86,1 server(s),0.08954096853751753
87,1 server(s),0.09182057991211426
88,1 server(s),0.14401883180467548
89,1 server(s),0.09414536109950881
90,1 server(s),0.12297813061921242
91,1 server(s),0.10624177033853631
92,1 server(s),0.09669444996983731
93,1 server(s),0.08476474812004954
94,1 server(s),0.1390766250338189
95,1 server(s),0.14252598604559147
96,1 server(s),0.10806185092479433
97,1 server(s),0.105406797068353
98,1 server(s),0.13154612774843022
99,1 server(s),0.13189401269238582
100,1 server(s),0.1324096712203701
101,1 server(s),0.13139754646581356
102,1 server(s),0.10787677786600393
103,1 server(s),0.10065310220955258
104,1 server(s),0.15119476686241015
105,1 server(s),0.11816585888364897
106,1 server(s),0.1483782873647182
107,1 server(s),0.10407278312242431
108,1 server(s),0.08412072042085827
109,1 server(s),0.11770080548182278
110,1 server(s),0.09651277766980239
111,1 server(s),0.11894975236335688
112,1 server(s),0.11783260351228071
113,1 server(s),0.1341535396003338
114,1 server(s),0.13463315317021265
115,1 server(s),0.1463644529916843
116,1 server(s),0.10502338218892322
117,1 server(s),0.10941306152596138
118,1 server(s),0.10711060253212631
119,1 server(s),0.11159612231352446
120,1 server(s),0.1551952078492548
121,1 server(s),0.09636790359001358
122,1 server(s),0.12919120096719394
123,1 server(s),0.12179928383147313
124,1 server(s),0.12667285096911696
125,1 server(s),0.09511295065489435
126,1 server(s),0.086138646259274
127,1 server(s),0.11470518454095403
128,1 server(s),0.10958804020988987
129,1 server(s),0.09071005884691646
130,1 server(s),0.09354032983086834
131,1 server(s),0.11423437234636463
132,1 server(s),0.10722955813280717
133,1 server(s),0.12760274939242885
134,1 server(s),0.07641358127005922
135,1 server(s),0.13845706231022692
136,1 server(s),0.08934398316519614
137,1 server(s),0.13177333796467325
138,1 server(s),0.09535411107254725
139,1 server(s),0.1244447691100802
140,1 server(s),0.10459621141069914
141,1 server(s),0.11437848703948651
142,1 server(s),0.12432737466096477
143,1 server(s),0.0783750773169487
144,1 server(s),0.102259037615923
145,1 server(s),0.11994837342657838
146,1 server(s),0.0722744250141485
147,1 server(s),0.1308177359007367
148,1 server(s),0.12267810837533383
149,1 server(s),0.16331904773598985
150,1 server(s),0.12148017194936758
151,1 server(s),0.09734789925079884
152,1 server(s),0.11618221184651288
153,1 server(s),0.10141393517729898
154,1 server(s),0.12316370462740871
155,1 server(s),0.09962584012797339
156,1 server(s),0.11084588862997737
157,1 server(s),0.09365337428451674
158,1 server(s),0.09190107304543425
159,1 server(s),0.10179138701838544
160,1 server(s),0.12215676181111636
161,1 server(s),0.12123445311328866
162,1 server(s),0.11464869966339702
163,1 server(s),0.09758722888251334
164,1 server(s),0.12226536344159648
165,1 server(s),0.08469629829120079
166,1 server(s),0.11677528457951064
167,1 server(s),0.11802558575652879
168,1 server(s),0.1218937240576503
169,1 server(s),0.09612643528419763
170,1 server(s),0.11591864771319277
171,1 server(s),0.0995598314369023
172,1 server(s),0.12748456721241366
173,1 server(s),0.09404498044908131
