,Rho,Values,Amount of customers
0, Value: 0.1,0.1,25000
1, Value: 0.1,0.12,25000
2, Value: 0.1,0.11,25000
3, Value: 0.1,0.11,25000
4, Value: 0.1,0.11,25000
5, Value: 0.1,0.11,25000
6, Value: 0.1,0.11,25000
7, Value: 0.1,0.12,25000
8, Value: 0.1,0.11,25000
9, Value: 0.1,0.11,25000
10, Value: 0.1,0.11,25000
11, Value: 0.1,0.11,25000
12, Value: 0.1,0.11,25000
13, Value: 0.1,0.11,25000
14, Value: 0.1,0.11,25000
15, Value: 0.1,0.11,25000
16, Value: 0.1,0.11,25000
17, Value: 0.1,0.11,25000
18, Value: 0.1,0.11,25000
19, Value: 0.1,0.11,25000
20, Value: 0.1,0.11,25000
21, Value: 0.1,0.11,25000
22, Value: 0.1,0.11,25000
23, Value: 0.1,0.11,25000
24, Value: 0.1,0.11,25000
25, Value: 0.1,0.11,25000
26, Value: 0.1,0.11,25000
27, Value: 0.1,0.11,25000
28, Value: 0.1,0.11,25000
29, Value: 0.1,0.11,25000
30, Value: 0.1,0.11,25000
31, Value: 0.1,0.12,25000
32, Value: 0.1,0.11,25000
33, Value: 0.1,0.11,25000
34, Value: 0.1,0.11,25000
35, Value: 0.1,0.11,25000
36, Value: 0.1,0.12,25000
37, Value: 0.1,0.11,25000
38, Value: 0.1,0.1,25000
39, Value: 0.1,0.11,25000
40, Value: 0.1,0.12,25000
41, Value: 0.1,0.11,25000
42, Value: 0.1,0.12,25000
43, Value: 0.1,0.11,25000
44, Value: 0.1,0.11,25000
45, Value: 0.1,0.11,25000
46, Value: 0.1,0.11,25000
47, Value: 0.1,0.11,25000
48, Value: 0.1,0.11,25000
49, Value: 0.1,0.11,25000
50, Value: 0.1,0.11,25000
51, Value: 0.1,0.11,25000
52, Value: 0.1,0.11,25000
53, Value: 0.1,0.11,25000
54, Value: 0.1,0.11,25000
55, Value: 0.1,0.11,25000
56, Value: 0.1,0.11,25000
57, Value: 0.1,0.11,25000
58, Value: 0.1,0.11,25000
59, Value: 0.1,0.11,25000
60, Value: 0.1,0.11,25000
61, Value: 0.1,0.11,25000
62, Value: 0.1,0.11,25000
63, Value: 0.1,0.11,25000
64, Value: 0.1,0.11,25000
65, Value: 0.1,0.12,25000
66, Value: 0.1,0.11,25000
67, Value: 0.1,0.11,25000
68, Value: 0.1,0.11,25000
69, Value: 0.1,0.12,25000
70, Value: 0.1,0.11,25000
71, Value: 0.1,0.11,25000
72, Value: 0.1,0.11,25000
73, Value: 0.1,0.11,25000
74, Value: 0.1,0.11,25000
75, Value: 0.1,0.11,25000
76, Value: 0.1,0.12,25000
77, Value: 0.1,0.12,25000
78, Value: 0.1,0.11,25000
79, Value: 0.1,0.11,25000
80, Value: 0.1,0.11,25000
81, Value: 0.1,0.12,25000
82, Value: 0.1,0.11,25000
83, Value: 0.1,0.11,25000
84, Value: 0.1,0.11,25000
85, Value: 0.1,0.12,25000
86, Value: 0.1,0.11,25000
87, Value: 0.1,0.11,25000
88, Value: 0.1,0.11,25000
89, Value: 0.1,0.11,25000
90, Value: 0.1,0.11,25000
91, Value: 0.1,0.11,25000
92, Value: 0.1,0.11,25000
93, Value: 0.1,0.1,25000
94, Value: 0.1,0.12,25000
95, Value: 0.1,0.12,25000
96, Value: 0.1,0.12,25000
97, Value: 0.1,0.12,25000
98, Value: 0.1,0.11,25000
99, Value: 0.1,0.11,25000
100, Value: 0.1,0.11,25000
101, Value: 0.1,0.11,25000
102, Value: 0.1,0.11,25000
103, Value: 0.1,0.11,25000
104, Value: 0.1,0.11,25000
105, Value: 0.1,0.12,25000
106, Value: 0.1,0.11,25000
107, Value: 0.1,0.11,25000
108, Value: 0.1,0.12,25000
109, Value: 0.1,0.12,25000
110, Value: 0.1,0.1,25000
111, Value: 0.1,0.11,25000
112, Value: 0.1,0.12,25000
113, Value: 0.1,0.11,25000
114, Value: 0.1,0.11,25000
115, Value: 0.1,0.11,25000
116, Value: 0.1,0.11,25000
117, Value: 0.1,0.1,25000
118, Value: 0.1,0.11,25000
119, Value: 0.1,0.11,25000
120, Value: 0.1,0.11,25000
121, Value: 0.1,0.11,25000
122, Value: 0.1,0.11,25000
123, Value: 0.1,0.12,25000
124, Value: 0.1,0.11,25000
125, Value: 0.1,0.12,25000
126, Value: 0.1,0.11,25000
127, Value: 0.1,0.11,25000
128, Value: 0.1,0.12,25000
129, Value: 0.1,0.11,25000
130, Value: 0.1,0.11,25000
131, Value: 0.1,0.11,25000
132, Value: 0.1,0.12,25000
133, Value: 0.1,0.11,25000
134, Value: 0.1,0.11,25000
135, Value: 0.1,0.11,25000
136, Value: 0.1,0.11,25000
137, Value: 0.1,0.11,25000
138, Value: 0.1,0.11,25000
139, Value: 0.1,0.11,25000
140, Value: 0.1,0.11,25000
141, Value: 0.1,0.11,25000
142, Value: 0.1,0.11,25000
143, Value: 0.1,0.1,25000
144, Value: 0.1,0.11,25000
145, Value: 0.1,0.11,25000
146, Value: 0.1,0.12,25000
147, Value: 0.1,0.11,25000
148, Value: 0.1,0.12,25000
149, Value: 0.1,0.11,25000
150, Value: 0.1,0.11,25000
151, Value: 0.1,0.11,25000
152, Value: 0.1,0.11,25000
153, Value: 0.1,0.11,25000
154, Value: 0.1,0.11,25000
155, Value: 0.1,0.11,25000
156, Value: 0.1,0.12,25000
157, Value: 0.1,0.11,25000
158, Value: 0.1,0.11,25000
159, Value: 0.1,0.11,25000
160, Value: 0.1,0.11,25000
161, Value: 0.1,0.12,25000
162, Value: 0.1,0.11,25000
163, Value: 0.1,0.11,25000
164, Value: 0.1,0.1,25000
165, Value: 0.1,0.11,25000
166, Value: 0.1,0.11,25000
167, Value: 0.1,0.11,25000
168, Value: 0.1,0.11,25000
169, Value: 0.1,0.11,25000
170, Value: 0.1,0.11,25000
171, Value: 0.1,0.11,25000
172, Value: 0.1,0.11,25000
173, Value: 0.1,0.11,25000
174, Value: 0.1,0.11,25000
175, Value: 0.1,0.11,25000
176, Value: 0.1,0.11,25000
177, Value: 0.1,0.11,25000
178, Value: 0.1,0.11,25000
179, Value: 0.1,0.11,25000
180, Value: 0.1,0.12,25000
181, Value: 0.1,0.12,25000
182, Value: 0.1,0.11,25000
183, Value: 0.1,0.11,25000
184, Value: 0.1,0.11,25000
185, Value: 0.1,0.1,25000
186, Value: 0.1,0.11,25000
187, Value: 0.1,0.11,25000
188, Value: 0.1,0.11,25000
189, Value: 0.1,0.11,25000
190, Value: 0.1,0.11,25000
191, Value: 0.1,0.11,25000
192, Value: 0.1,0.1,25000
193, Value: 0.1,0.11,25000
194, Value: 0.1,0.11,25000
195, Value: 0.1,0.11,25000
196, Value: 0.1,0.11,25000
197, Value: 0.1,0.11,25000
198, Value: 0.1,0.11,25000
199, Value: 0.1,0.11,25000
200, Value: 0.1,0.11,25000
201, Value: 0.1,0.11,25000
202, Value: 0.1,0.1,25000
203, Value: 0.1,0.11,25000
204, Value: 0.1,0.11,25000
205, Value: 0.1,0.12,25000
206, Value: 0.1,0.11,25000
207, Value: 0.1,0.11,25000
208, Value: 0.1,0.11,25000
209, Value: 0.1,0.11,25000
210, Value: 0.1,0.1,25000
211, Value: 0.1,0.11,25000
212, Value: 0.1,0.11,25000
213, Value: 0.1,0.11,25000
214, Value: 0.1,0.11,25000
215, Value: 0.1,0.11,25000
216, Value: 0.1,0.11,25000
217, Value: 0.1,0.11,25000
218, Value: 0.1,0.11,25000
219, Value: 0.1,0.11,25000
220, Value: 0.1,0.11,25000
221, Value: 0.1,0.11,25000
222, Value: 0.1,0.11,25000
223, Value: 0.1,0.11,25000
224, Value: 0.1,0.11,25000
225, Value: 0.1,0.11,25000
226, Value: 0.1,0.1,25000
227, Value: 0.1,0.11,25000
228, Value: 0.1,0.12,25000
229, Value: 0.1,0.11,25000
230, Value: 0.1,0.11,25000
231, Value: 0.1,0.11,25000
232, Value: 0.1,0.11,25000
233, Value: 0.1,0.11,25000
234, Value: 0.1,0.11,25000
235, Value: 0.1,0.11,25000
236, Value: 0.1,0.11,25000
237, Value: 0.1,0.11,25000
238, Value: 0.1,0.11,25000
239, Value: 0.1,0.12,25000
240, Value: 0.1,0.11,25000
241, Value: 0.1,0.12,25000
242, Value: 0.1,0.11,25000
243, Value: 0.1,0.11,25000
244, Value: 0.1,0.11,25000
245, Value: 0.1,0.12,25000
246, Value: 0.1,0.12,25000
247, Value: 0.1,0.11,25000
248, Value: 0.1,0.11,25000
249, Value: 0.1,0.12,25000
250, Value: 0.1,0.11,25000
251, Value: 0.1,0.11,25000
252, Value: 0.1,0.11,25000
253, Value: 0.1,0.12,25000
254, Value: 0.1,0.11,25000
255, Value: 0.1,0.11,25000
256, Value: 0.1,0.11,25000
257, Value: 0.1,0.11,25000
258, Value: 0.1,0.11,25000
259, Value: 0.1,0.11,25000
260, Value: 0.1,0.11,25000
261, Value: 0.1,0.11,25000
262, Value: 0.1,0.1,25000
263, Value: 0.1,0.11,25000
264, Value: 0.1,0.11,25000
265, Value: 0.1,0.11,25000
266, Value: 0.1,0.11,25000
267, Value: 0.1,0.11,25000
268, Value: 0.1,0.11,25000
269, Value: 0.1,0.11,25000
270, Value: 0.1,0.11,25000
271, Value: 0.1,0.11,25000
272, Value: 0.1,0.11,25000
273, Value: 0.1,0.12,25000
274, Value: 0.1,0.11,25000
275, Value: 0.1,0.11,25000
276, Value: 0.1,0.11,25000
277, Value: 0.1,0.11,25000
278, Value: 0.1,0.11,25000
279, Value: 0.1,0.11,25000
280, Value: 0.1,0.12,25000
281, Value: 0.1,0.11,25000
282, Value: 0.1,0.11,25000
283, Value: 0.1,0.11,25000
284, Value: 0.1,0.12,25000
285, Value: 0.1,0.12,25000
286, Value: 0.1,0.11,25000
287, Value: 0.1,0.11,25000
288, Value: 0.1,0.12,25000
289, Value: 0.1,0.12,25000
290, Value: 0.1,0.11,25000
291, Value: 0.1,0.12,25000
292, Value: 0.1,0.11,25000
293, Value: 0.1,0.11,25000
294, Value: 0.1,0.12,25000
295, Value: 0.1,0.11,25000
296, Value: 0.1,0.11,25000
297, Value: 0.1,0.12,25000
298, Value: 0.1,0.11,25000
299, Value: 0.1,0.1,25000
300, Value: 0.1,0.11,25000
301, Value: 0.1,0.11,25000
302, Value: 0.1,0.11,25000
303, Value: 0.1,0.11,25000
304, Value: 0.1,0.11,25000
305, Value: 0.1,0.12,25000
306, Value: 0.1,0.11,25000
307, Value: 0.1,0.11,25000
308, Value: 0.1,0.11,25000
309, Value: 0.1,0.11,25000
310, Value: 0.1,0.11,25000
311, Value: 0.1,0.11,25000
312, Value: 0.1,0.11,25000
313, Value: 0.1,0.11,25000
314, Value: 0.1,0.11,25000
315, Value: 0.1,0.1,25000
316, Value: 0.1,0.11,25000
317, Value: 0.1,0.11,25000
318, Value: 0.1,0.11,25000
319, Value: 0.1,0.11,25000
320, Value: 0.1,0.11,25000
321, Value: 0.1,0.11,25000
322, Value: 0.1,0.11,25000
323, Value: 0.1,0.12,25000
324, Value: 0.1,0.12,25000
325, Value: 0.1,0.11,25000
326, Value: 0.1,0.11,25000
327, Value: 0.1,0.11,25000
328, Value: 0.1,0.11,25000
329, Value: 0.1,0.1,25000
330, Value: 0.1,0.11,25000
331, Value: 0.1,0.11,25000
332, Value: 0.1,0.11,25000
333, Value: 0.1,0.12,25000
334, Value: 0.1,0.11,25000
335, Value: 0.1,0.12,25000
336, Value: 0.1,0.11,25000
337, Value: 0.1,0.1,25000
338, Value: 0.1,0.11,25000
339, Value: 0.1,0.12,25000
340, Value: 0.1,0.12,25000
341, Value: 0.1,0.11,25000
342, Value: 0.1,0.11,25000
343, Value: 0.1,0.12,25000
344, Value: 0.1,0.11,25000
345, Value: 0.1,0.12,25000
346, Value: 0.1,0.11,25000
347, Value: 0.1,0.11,25000
348, Value: 0.1,0.11,25000
349, Value: 0.1,0.11,25000
350, Value: 0.1,0.11,25000
351, Value: 0.1,0.11,25000
352, Value: 0.1,0.11,25000
353, Value: 0.1,0.11,25000
354, Value: 0.1,0.11,25000
355, Value: 0.1,0.11,25000
356, Value: 0.1,0.11,25000
357, Value: 0.1,0.11,25000
358, Value: 0.1,0.11,25000
359, Value: 0.1,0.11,25000
360, Value: 0.1,0.11,25000
361, Value: 0.1,0.11,25000
362, Value: 0.1,0.11,25000
363, Value: 0.1,0.11,25000
364, Value: 0.1,0.12,25000
365, Value: 0.1,0.11,25000
366, Value: 0.1,0.11,25000
367, Value: 0.1,0.11,25000
368, Value: 0.1,0.12,25000
369, Value: 0.1,0.11,25000
370, Value: 0.1,0.11,25000
371, Value: 0.1,0.11,25000
372, Value: 0.1,0.11,25000
373, Value: 0.1,0.11,25000
374, Value: 0.1,0.11,25000
375, Value: 0.1,0.12,25000
376, Value: 0.1,0.11,25000
377, Value: 0.1,0.11,25000
378, Value: 0.1,0.11,25000
379, Value: 0.1,0.11,25000
380, Value: 0.1,0.11,25000
381, Value: 0.1,0.11,25000
382, Value: 0.1,0.11,25000
383, Value: 0.1,0.11,25000
384, Value: 0.1,0.11,25000
385, Value: 0.1,0.11,25000
386, Value: 0.1,0.11,25000
387, Value: 0.1,0.11,25000
388, Value: 0.1,0.12,25000
389, Value: 0.1,0.11,25000
390, Value: 0.1,0.11,25000
391, Value: 0.1,0.11,25000
392, Value: 0.1,0.11,25000
393, Value: 0.1,0.11,25000
394, Value: 0.1,0.12,25000
395, Value: 0.1,0.11,25000
396, Value: 0.1,0.11,25000
397, Value: 0.1,0.11,25000
398, Value: 0.1,0.11,25000
399, Value: 0.1,0.11,25000
400, Value: 0.1,0.11,25000
401, Value: 0.1,0.11,25000
402, Value: 0.1,0.11,25000
403, Value: 0.1,0.11,25000
404, Value: 0.1,0.11,25000
405, Value: 0.1,0.11,25000
406, Value: 0.1,0.11,25000
407, Value: 0.1,0.12,25000
408, Value: 0.1,0.11,25000
409, Value: 0.1,0.12,25000
410, Value: 0.1,0.11,25000
411, Value: 0.1,0.11,25000
412, Value: 0.1,0.11,25000
413, Value: 0.1,0.11,25000
414, Value: 0.1,0.1,25000
415, Value: 0.1,0.11,25000
416, Value: 0.1,0.1,25000
417, Value: 0.1,0.11,25000
418, Value: 0.1,0.11,25000
419, Value: 0.1,0.11,25000
420, Value: 0.1,0.11,25000
421, Value: 0.1,0.11,25000
422, Value: 0.1,0.11,25000
423, Value: 0.1,0.11,25000
424, Value: 0.1,0.12,25000
425, Value: 0.1,0.12,25000
426, Value: 0.1,0.12,25000
427, Value: 0.1,0.11,25000
428, Value: 0.1,0.11,25000
429, Value: 0.1,0.11,25000
430, Value: 0.1,0.11,25000
431, Value: 0.1,0.11,25000
432, Value: 0.1,0.11,25000
433, Value: 0.1,0.11,25000
434, Value: 0.1,0.11,25000
435, Value: 0.1,0.12,25000
436, Value: 0.1,0.11,25000
437, Value: 0.1,0.1,25000
438, Value: 0.1,0.11,25000
439, Value: 0.1,0.11,25000
440, Value: 0.1,0.11,25000
441, Value: 0.1,0.11,25000
442, Value: 0.1,0.11,25000
443, Value: 0.1,0.12,25000
444, Value: 0.1,0.11,25000
445, Value: 0.1,0.11,25000
446, Value: 0.1,0.11,25000
447, Value: 0.1,0.11,25000
448, Value: 0.1,0.11,25000
449, Value: 0.1,0.11,25000
450, Value: 0.1,0.11,25000
451, Value: 0.1,0.11,25000
452, Value: 0.1,0.11,25000
453, Value: 0.1,0.11,25000
454, Value: 0.1,0.11,25000
455, Value: 0.1,0.11,25000
456, Value: 0.1,0.11,25000
457, Value: 0.1,0.11,25000
458, Value: 0.1,0.11,25000
459, Value: 0.1,0.11,25000
460, Value: 0.1,0.11,25000
461, Value: 0.1,0.11,25000
462, Value: 0.1,0.12,25000
463, Value: 0.1,0.11,25000
464, Value: 0.1,0.11,25000
465, Value: 0.1,0.11,25000
466, Value: 0.1,0.11,25000
467, Value: 0.1,0.1,25000
468, Value: 0.1,0.11,25000
469, Value: 0.1,0.11,25000
470, Value: 0.1,0.11,25000
471, Value: 0.1,0.11,25000
472, Value: 0.1,0.12,25000
473, Value: 0.1,0.11,25000
474, Value: 0.1,0.11,25000
475, Value: 0.1,0.11,25000
476, Value: 0.1,0.11,25000
477, Value: 0.1,0.12,25000
478, Value: 0.1,0.11,25000
479, Value: 0.1,0.11,25000
480, Value: 0.1,0.11,25000
481, Value: 0.1,0.11,25000
482, Value: 0.1,0.11,25000
483, Value: 0.1,0.11,25000
484, Value: 0.1,0.12,25000
485, Value: 0.1,0.11,25000
486, Value: 0.1,0.12,25000
487, Value: 0.1,0.11,25000
488, Value: 0.1,0.11,25000
489, Value: 0.1,0.11,25000
490, Value: 0.1,0.11,25000
491, Value: 0.1,0.11,25000
492, Value: 0.1,0.1,25000
493, Value: 0.1,0.11,25000
494, Value: 0.1,0.11,25000
495, Value: 0.1,0.11,25000
496, Value: 0.1,0.12,25000
497, Value: 0.1,0.12,25000
498, Value: 0.1,0.11,25000
499, Value: 0.1,0.11,25000
500, Value: 0.3,1.26,25000
501, Value: 0.3,1.29,25000
502, Value: 0.3,1.36,25000
503, Value: 0.3,1.26,25000
504, Value: 0.3,1.27,25000
505, Value: 0.3,1.25,25000
506, Value: 0.3,1.24,25000
507, Value: 0.3,1.29,25000
508, Value: 0.3,1.27,25000
509, Value: 0.3,1.32,25000
510, Value: 0.3,1.25,25000
511, Value: 0.3,1.2,25000
512, Value: 0.3,1.26,25000
513, Value: 0.3,1.3,25000
514, Value: 0.3,1.3,25000
515, Value: 0.3,1.25,25000
516, Value: 0.3,1.28,25000
517, Value: 0.3,1.31,25000
518, Value: 0.3,1.31,25000
519, Value: 0.3,1.32,25000
520, Value: 0.3,1.33,25000
521, Value: 0.3,1.3,25000
522, Value: 0.3,1.29,25000
523, Value: 0.3,1.39,25000
524, Value: 0.3,1.26,25000
525, Value: 0.3,1.29,25000
526, Value: 0.3,1.28,25000
527, Value: 0.3,1.27,25000
528, Value: 0.3,1.23,25000
529, Value: 0.3,1.3,25000
530, Value: 0.3,1.28,25000
531, Value: 0.3,1.25,25000
532, Value: 0.3,1.23,25000
533, Value: 0.3,1.37,25000
534, Value: 0.3,1.28,25000
535, Value: 0.3,1.29,25000
536, Value: 0.3,1.31,25000
537, Value: 0.3,1.26,25000
538, Value: 0.3,1.33,25000
539, Value: 0.3,1.32,25000
540, Value: 0.3,1.26,25000
541, Value: 0.3,1.24,25000
542, Value: 0.3,1.23,25000
543, Value: 0.3,1.29,25000
544, Value: 0.3,1.27,25000
545, Value: 0.3,1.35,25000
546, Value: 0.3,1.24,25000
547, Value: 0.3,1.3,25000
548, Value: 0.3,1.25,25000
549, Value: 0.3,1.28,25000
550, Value: 0.3,1.27,25000
551, Value: 0.3,1.31,25000
552, Value: 0.3,1.3,25000
553, Value: 0.3,1.27,25000
554, Value: 0.3,1.25,25000
555, Value: 0.3,1.26,25000
556, Value: 0.3,1.32,25000
557, Value: 0.3,1.29,25000
558, Value: 0.3,1.34,25000
559, Value: 0.3,1.24,25000
560, Value: 0.3,1.29,25000
561, Value: 0.3,1.29,25000
562, Value: 0.3,1.3,25000
563, Value: 0.3,1.31,25000
564, Value: 0.3,1.29,25000
565, Value: 0.3,1.38,25000
566, Value: 0.3,1.31,25000
567, Value: 0.3,1.27,25000
568, Value: 0.3,1.3,25000
569, Value: 0.3,1.29,25000
570, Value: 0.3,1.25,25000
571, Value: 0.3,1.23,25000
572, Value: 0.3,1.28,25000
573, Value: 0.3,1.27,25000
574, Value: 0.3,1.27,25000
575, Value: 0.3,1.22,25000
576, Value: 0.3,1.26,25000
577, Value: 0.3,1.24,25000
578, Value: 0.3,1.26,25000
579, Value: 0.3,1.23,25000
580, Value: 0.3,1.25,25000
581, Value: 0.3,1.21,25000
582, Value: 0.3,1.21,25000
583, Value: 0.3,1.26,25000
584, Value: 0.3,1.23,25000
585, Value: 0.3,1.27,25000
586, Value: 0.3,1.28,25000
587, Value: 0.3,1.28,25000
588, Value: 0.3,1.23,25000
589, Value: 0.3,1.29,25000
590, Value: 0.3,1.26,25000
591, Value: 0.3,1.23,25000
592, Value: 0.3,1.29,25000
593, Value: 0.3,1.25,25000
594, Value: 0.3,1.33,25000
595, Value: 0.3,1.31,25000
596, Value: 0.3,1.29,25000
597, Value: 0.3,1.28,25000
598, Value: 0.3,1.24,25000
599, Value: 0.3,1.33,25000
600, Value: 0.3,1.23,25000
601, Value: 0.3,1.29,25000
602, Value: 0.3,1.29,25000
603, Value: 0.3,1.22,25000
604, Value: 0.3,1.29,25000
605, Value: 0.3,1.28,25000
606, Value: 0.3,1.27,25000
607, Value: 0.3,1.28,25000
608, Value: 0.3,1.26,25000
609, Value: 0.3,1.19,25000
610, Value: 0.3,1.31,25000
611, Value: 0.3,1.26,25000
612, Value: 0.3,1.28,25000
613, Value: 0.3,1.31,25000
614, Value: 0.3,1.28,25000
615, Value: 0.3,1.26,25000
616, Value: 0.3,1.3,25000
617, Value: 0.3,1.24,25000
618, Value: 0.3,1.27,25000
619, Value: 0.3,1.29,25000
620, Value: 0.3,1.22,25000
621, Value: 0.3,1.29,25000
622, Value: 0.3,1.3,25000
623, Value: 0.3,1.33,25000
624, Value: 0.3,1.31,25000
625, Value: 0.3,1.25,25000
626, Value: 0.3,1.26,25000
627, Value: 0.3,1.29,25000
628, Value: 0.3,1.29,25000
629, Value: 0.3,1.24,25000
630, Value: 0.3,1.3,25000
631, Value: 0.3,1.33,25000
632, Value: 0.3,1.23,25000
633, Value: 0.3,1.26,25000
634, Value: 0.3,1.26,25000
635, Value: 0.3,1.24,25000
636, Value: 0.3,1.23,25000
637, Value: 0.3,1.29,25000
638, Value: 0.3,1.29,25000
639, Value: 0.3,1.21,25000
640, Value: 0.3,1.31,25000
641, Value: 0.3,1.36,25000
642, Value: 0.3,1.3,25000
643, Value: 0.3,1.37,25000
644, Value: 0.3,1.23,25000
645, Value: 0.3,1.37,25000
646, Value: 0.3,1.36,25000
647, Value: 0.3,1.29,25000
648, Value: 0.3,1.24,25000
649, Value: 0.3,1.29,25000
650, Value: 0.3,1.32,25000
651, Value: 0.3,1.24,25000
652, Value: 0.3,1.24,25000
653, Value: 0.3,1.28,25000
654, Value: 0.3,1.26,25000
655, Value: 0.3,1.28,25000
656, Value: 0.3,1.35,25000
657, Value: 0.3,1.31,25000
658, Value: 0.3,1.22,25000
659, Value: 0.3,1.25,25000
660, Value: 0.3,1.25,25000
661, Value: 0.3,1.26,25000
662, Value: 0.3,1.27,25000
663, Value: 0.3,1.31,25000
664, Value: 0.3,1.28,25000
665, Value: 0.3,1.34,25000
666, Value: 0.3,1.26,25000
667, Value: 0.3,1.28,25000
668, Value: 0.3,1.31,25000
669, Value: 0.3,1.26,25000
670, Value: 0.3,1.27,25000
671, Value: 0.3,1.29,25000
672, Value: 0.3,1.23,25000
673, Value: 0.3,1.29,25000
674, Value: 0.3,1.25,25000
675, Value: 0.3,1.29,25000
676, Value: 0.3,1.27,25000
677, Value: 0.3,1.29,25000
678, Value: 0.3,1.27,25000
679, Value: 0.3,1.25,25000
680, Value: 0.3,1.28,25000
681, Value: 0.3,1.21,25000
682, Value: 0.3,1.3,25000
683, Value: 0.3,1.27,25000
684, Value: 0.3,1.3,25000
685, Value: 0.3,1.29,25000
686, Value: 0.3,1.23,25000
687, Value: 0.3,1.21,25000
688, Value: 0.3,1.24,25000
689, Value: 0.3,1.33,25000
690, Value: 0.3,1.3,25000
691, Value: 0.3,1.29,25000
692, Value: 0.3,1.23,25000
693, Value: 0.3,1.33,25000
694, Value: 0.3,1.3,25000
695, Value: 0.3,1.27,25000
696, Value: 0.3,1.29,25000
697, Value: 0.3,1.31,25000
698, Value: 0.3,1.24,25000
699, Value: 0.3,1.27,25000
700, Value: 0.3,1.25,25000
701, Value: 0.3,1.3,25000
702, Value: 0.3,1.26,25000
703, Value: 0.3,1.26,25000
704, Value: 0.3,1.27,25000
705, Value: 0.3,1.27,25000
706, Value: 0.3,1.33,25000
707, Value: 0.3,1.29,25000
708, Value: 0.3,1.26,25000
709, Value: 0.3,1.31,25000
710, Value: 0.3,1.27,25000
711, Value: 0.3,1.27,25000
712, Value: 0.3,1.27,25000
713, Value: 0.3,1.24,25000
714, Value: 0.3,1.25,25000
715, Value: 0.3,1.36,25000
716, Value: 0.3,1.27,25000
717, Value: 0.3,1.32,25000
718, Value: 0.3,1.3,25000
719, Value: 0.3,1.28,25000
720, Value: 0.3,1.35,25000
721, Value: 0.3,1.24,25000
722, Value: 0.3,1.23,25000
723, Value: 0.3,1.22,25000
724, Value: 0.3,1.26,25000
725, Value: 0.3,1.34,25000
726, Value: 0.3,1.31,25000
727, Value: 0.3,1.25,25000
728, Value: 0.3,1.29,25000
729, Value: 0.3,1.3,25000
730, Value: 0.3,1.27,25000
731, Value: 0.3,1.25,25000
732, Value: 0.3,1.31,25000
733, Value: 0.3,1.29,25000
734, Value: 0.3,1.26,25000
735, Value: 0.3,1.26,25000
736, Value: 0.3,1.28,25000
737, Value: 0.3,1.31,25000
738, Value: 0.3,1.31,25000
739, Value: 0.3,1.33,25000
740, Value: 0.3,1.26,25000
741, Value: 0.3,1.34,25000
742, Value: 0.3,1.34,25000
743, Value: 0.3,1.28,25000
744, Value: 0.3,1.27,25000
745, Value: 0.3,1.3,25000
746, Value: 0.3,1.3,25000
747, Value: 0.3,1.29,25000
748, Value: 0.3,1.26,25000
749, Value: 0.3,1.34,25000
750, Value: 0.3,1.26,25000
751, Value: 0.3,1.22,25000
752, Value: 0.3,1.25,25000
753, Value: 0.3,1.33,25000
754, Value: 0.3,1.22,25000
755, Value: 0.3,1.24,25000
756, Value: 0.3,1.32,25000
757, Value: 0.3,1.31,25000
758, Value: 0.3,1.29,25000
759, Value: 0.3,1.26,25000
760, Value: 0.3,1.34,25000
761, Value: 0.3,1.27,25000
762, Value: 0.3,1.31,25000
763, Value: 0.3,1.3,25000
764, Value: 0.3,1.28,25000
765, Value: 0.3,1.27,25000
766, Value: 0.3,1.29,25000
767, Value: 0.3,1.34,25000
768, Value: 0.3,1.29,25000
769, Value: 0.3,1.34,25000
770, Value: 0.3,1.32,25000
771, Value: 0.3,1.25,25000
772, Value: 0.3,1.26,25000
773, Value: 0.3,1.18,25000
774, Value: 0.3,1.28,25000
775, Value: 0.3,1.24,25000
776, Value: 0.3,1.32,25000
777, Value: 0.3,1.26,25000
778, Value: 0.3,1.24,25000
779, Value: 0.3,1.34,25000
780, Value: 0.3,1.37,25000
781, Value: 0.3,1.3,25000
782, Value: 0.3,1.3,25000
783, Value: 0.3,1.36,25000
784, Value: 0.3,1.33,25000
785, Value: 0.3,1.26,25000
786, Value: 0.3,1.29,25000
787, Value: 0.3,1.28,25000
788, Value: 0.3,1.26,25000
789, Value: 0.3,1.28,25000
790, Value: 0.3,1.26,25000
791, Value: 0.3,1.26,25000
792, Value: 0.3,1.18,25000
793, Value: 0.3,1.26,25000
794, Value: 0.3,1.26,25000
795, Value: 0.3,1.29,25000
796, Value: 0.3,1.29,25000
797, Value: 0.3,1.3,25000
798, Value: 0.3,1.31,25000
799, Value: 0.3,1.3,25000
800, Value: 0.3,1.28,25000
801, Value: 0.3,1.27,25000
802, Value: 0.3,1.29,25000
803, Value: 0.3,1.26,25000
804, Value: 0.3,1.34,25000
805, Value: 0.3,1.27,25000
806, Value: 0.3,1.26,25000
807, Value: 0.3,1.24,25000
808, Value: 0.3,1.28,25000
809, Value: 0.3,1.27,25000
810, Value: 0.3,1.24,25000
811, Value: 0.3,1.28,25000
812, Value: 0.3,1.29,25000
813, Value: 0.3,1.31,25000
814, Value: 0.3,1.26,25000
815, Value: 0.3,1.3,25000
816, Value: 0.3,1.31,25000
817, Value: 0.3,1.24,25000
818, Value: 0.3,1.34,25000
819, Value: 0.3,1.27,25000
820, Value: 0.3,1.26,25000
821, Value: 0.3,1.28,25000
