,Servers,Values,Amount of customers
0,SJF,8.290419739222031,50000
1,SJF,25.562585909546623,50000
2,SJF,0.9215614107997459,50000
3,SJF,0.07161875416984054,50000
4,SJF,7.39839164832224,50000
5,SJF,2.005704890611966,50000
6,SJF,30.059745902645496,50000
7,SJF,9.686791949962513,50000
8,SJF,0.6502683814564882,50000
9,SJF,1.99572528000883,50000
10,SJF,4.005121328605935,50000
11,SJF,1.9873549833775395,50000
12,SJF,5.609225316146575,50000
13,SJF,4.089247590049674,50000
14,SJF,5.0762503703936,50000
15,SJF,6.9353064969211875,50000
16,SJF,1.5077129711967516,50000
17,SJF,4.591855818780011,50000
18,SJF,5.299719098182858,50000
19,SJF,3.319111509416703,50000
20,SJF,13.871779250080488,50000
21,SJF,1.4244309012419702,50000
22,SJF,0.9839049616236464,50000
23,SJF,16.786523284594036,50000
24,SJF,2.5681657596369405,50000
25,SJF,13.837198345045055,50000
26,SJF,6.962388843876472,50000
27,SJF,5.723849699931103,50000
28,SJF,3.932173510598796,50000
29,SJF,2.8333200062322095,50000
30,SJF,11.159510496678063,50000
31,SJF,18.247322378255202,50000
32,SJF,2.871868319356636,50000
33,SJF,14.951406830399472,50000
34,SJF,3.210030859416565,50000
35,SJF,3.351540410293048,50000
36,SJF,6.381890780451733,50000
37,SJF,8.764235670434957,50000
38,SJF,2.721726855172359,50000
39,SJF,13.451137657474485,50000
40,SJF,0.2118611046618124,50000
41,SJF,0.0,50000
42,SJF,0.8276580766537615,50000
43,SJF,8.310831335975154,50000
44,SJF,2.7726236438901157,50000
45,SJF,11.490593775591742,50000
46,SJF,3.303601181638305,50000
47,SJF,2.0246905342504484,50000
48,SJF,2.2329599831936093,50000
49,SJF,1.673505392120278,50000
50,SJF,0.865419207292994,50000
51,SJF,4.664836581773786,50000
52,SJF,5.0553086893373544,50000
53,SJF,0.6101042961350852,50000
54,SJF,9.479426656665328,50000
55,SJF,18.175879582469857,50000
56,SJF,4.005986643763202,50000
57,SJF,0.8686897553216111,50000
58,SJF,7.121916711001858,50000
59,SJF,0.7639464989727318,50000
60,SJF,0.0,50000
61,SJF,5.499942440441043,50000
62,SJF,4.405215362265937,50000
63,SJF,0.8381439405414235,50000
64,SJF,8.513339584110435,50000
65,SJF,3.967756992918166,50000
66,SJF,3.5169173633233526,50000
67,SJF,18.446886605179944,50000
68,SJF,3.771953031250936,50000
69,SJF,1.7294674499219733,50000
70,SJF,4.2460852523948525,50000
71,SJF,4.08424585007086,50000
72,SJF,13.152642452365916,50000
73,SJF,3.4312107732997523,50000
74,SJF,4.505441187011867,50000
75,SJF,8.490459100672739,50000
76,SJF,4.322351495657647,50000
77,SJF,9.464811942826648,50000
78,SJF,1.892622700064615,50000
79,SJF,6.993504903361543,50000
80,SJF,0.5532203383291261,50000
81,SJF,2.5846094119132568,50000
82,SJF,10.294285477324717,50000
83,SJF,17.126119652504563,50000
84,SJF,11.40156950625932,50000
85,SJF,2.6935273733980667,50000
86,SJF,16.588570135687714,50000
87,SJF,5.282592557801675,50000
88,SJF,14.141776020904615,50000
89,SJF,4.645848028272832,50000
90,SJF,23.992709663441282,50000
91,SJF,4.964471311703156,50000
92,SJF,0.0,50000
93,SJF,10.00463413057307,50000
94,SJF,0.5081804079169829,50000
95,SJF,4.3099822848042715,50000
96,SJF,0.0,50000
97,SJF,4.198910543928071,50000
98,SJF,2.5779244303595026,50000
99,SJF,2.0639010492380603,50000
100,SJF,17.012390083892846,50000
101,SJF,13.435855317925395,50000
102,SJF,1.458134486582342,50000
103,SJF,3.362983341368663,50000
104,SJF,1.3036341714624196,50000
105,SJF,14.059864886694958,50000
106,SJF,3.947035542999804,50000
107,SJF,12.22142437311966,50000
108,SJF,8.936383083042099,50000
109,SJF,3.5783598052751038,50000
110,SJF,0.0,50000
111,SJF,8.248694975039303,50000
112,SJF,18.36113118819037,50000
113,SJF,3.4830918553600894,50000
114,SJF,1.4150533310047557,50000
115,SJF,11.475090467360488,50000
116,SJF,7.176310253026669,50000
117,SJF,6.058883664480382,50000
118,SJF,2.827096820773982,50000
119,SJF,0.0,50000
120,SJF,0.0,50000
121,SJF,3.2188904775629297,50000
122,SJF,3.1468280551484917,50000
123,SJF,4.135041088286988,50000
124,SJF,8.11710012070675,50000
125,SJF,2.72976008186142,50000
126,SJF,2.3159300520510504,50000
127,SJF,7.647563859504418,50000
128,SJF,9.169505365398328,50000
129,SJF,8.541181085744793,50000
130,SJF,5.548545449694514,50000
131,SJF,2.5428121849403635,50000
132,SJF,10.21767463458614,50000
133,SJF,0.014401468247021635,50000
134,SJF,8.427982806121225,50000
135,SJF,15.528089180426884,50000
136,SJF,5.401152795898525,50000
137,SJF,0.0,50000
138,SJF,0.830086153699282,50000
139,SJF,0.2764849520861724,50000
140,SJF,0.0,50000
141,SJF,24.219136931337253,50000
142,SJF,1.164518110731403,50000
143,SJF,0.8280360528091748,50000
144,SJF,0.01798104791254139,50000
145,SJF,2.774561921774299,50000
146,SJF,1.2915040585845585,50000
147,SJF,11.415334055587588,50000
148,SJF,6.781847148163986,50000
149,SJF,1.3768886034180932,50000
150,SJF,4.63761649401072,50000
151,SJF,11.343013165408884,50000
152,SJF,11.968440457194847,50000
153,SJF,10.17987268836728,50000
154,SJF,6.631248853028472,50000
155,SJF,4.083174301831467,50000
156,SJF,10.022968389716972,50000
157,SJF,2.065636468841839,50000
158,SJF,7.62212572732173,50000
159,SJF,4.46842575742601,50000
160,SJF,4.026126842006349,50000
161,SJF,3.4108393334655225,50000
162,SJF,23.040259685461862,50000
163,SJF,2.434116634469372,50000
164,SJF,9.473587901952518,50000
165,SJF,15.107816132592749,50000
166,SJF,8.276525095904775,50000
167,SJF,4.63175056476015,50000
168,SJF,2.399414658232122,50000
169,SJF,1.47179264892399,50000
170,SJF,4.845844885931883,50000
171,SJF,2.6716957594574673,50000
172,SJF,3.401103368631245,50000
173,SJF,17.41465462566477,50000
174,SJF,5.901938460215668,50000
175,SJF,1.7610120178431403,50000
176,SJF,13.97278787176009,50000
177,SJF,14.92697734142499,50000
178,SJF,1.1969119055457345,50000
179,SJF,10.073629898808502,50000
180,SJF,13.565541837582167,50000
181,SJF,14.057081625278688,50000
182,SJF,14.936254593584499,50000
183,SJF,0.8880795169090683,50000
184,SJF,3.1097703844775415,50000
185,SJF,8.702458054967666,50000
186,SJF,2.9770868339834626,50000
187,SJF,1.6656218037043184,50000
188,SJF,10.491819527987493,50000
189,SJF,2.6563168534289496,50000
190,SJF,12.882843921901488,50000
191,SJF,2.991636718156095,50000
192,SJF,2.8402187627996236,50000
193,SJF,2.897204538242419,50000
194,SJF,2.731840622853991,50000
195,SJF,9.131239634982867,50000
196,SJF,1.3597927238465377,50000
197,SJF,6.764195612707702,50000
198,SJF,8.73972167248306,50000
199,SJF,13.265094337502552,50000
200,SJF,0.8642653485561193,50000
201,SJF,0.80581315350043,50000
202,SJF,6.16419962981961,50000
203,SJF,2.2343412802726714,50000
204,SJF,8.942191376599153,50000
205,SJF,4.3344964571165425,50000
206,SJF,5.0607807514557415,50000
207,SJF,5.007540699455315,50000
208,SJF,5.882693936479389,50000
209,SJF,0.5604029522539994,50000
210,SJF,18.40126483072359,50000
211,SJF,2.9193957756193423,50000
212,SJF,3.7708545935107054,50000
213,SJF,2.5587106999938785,50000
214,SJF,2.345631922778653,50000
215,SJF,14.199609868014013,50000
216,SJF,3.953949408153115,50000
217,SJF,14.796555137728445,50000
218,SJF,6.067856323281771,50000
219,SJF,13.34036855060651,50000
220,SJF,6.545129706519239,50000
221,SJF,3.8187260542137027,50000
222,SJF,10.993990426982512,50000
223,SJF,11.13398029112055,50000
224,SJF,7.712433364518317,50000
225,SJF,9.02265038537439,50000
226,SJF,2.178362220543576,50000
227,SJF,1.6875908943733262,50000
228,SJF,2.267580425447169,50000
229,SJF,0.0,50000
230,SJF,1.117223336721489,50000
231,SJF,4.615755968268248,50000
232,SJF,17.90901320843907,50000
233,SJF,11.29168931910573,50000
234,SJF,4.378241769523026,50000
235,SJF,6.000238451348902,50000
236,SJF,6.6940228343647155,50000
237,SJF,2.6401829309131295,50000
238,SJF,10.823835454505332,50000
239,SJF,1.9622968600768615,50000
240,SJF,4.20250317215435,50000
241,SJF,5.437572511310395,50000
242,SJF,6.402688926752269,50000
243,SJF,5.785935062717787,50000
244,SJF,11.728338787713476,50000
245,SJF,0.503711927176527,50000
246,SJF,11.803375554953933,50000
247,SJF,0.5706970577970222,50000
248,SJF,3.183248863300318,50000
249,SJF,1.4438454101089282,50000
250,SJF,7.817338538625613,50000
251,SJF,8.542620384283117,50000
252,SJF,12.794041369570163,50000
253,SJF,4.257032766675979,50000
254,SJF,21.79041809812993,50000
255,SJF,2.0564210810572088,50000
256,SJF,2.598182500819336,50000
257,SJF,3.751025940688248,50000
258,SJF,4.8678575550129555,50000
259,SJF,0.0,50000
260,SJF,3.490966824977757,50000
261,SJF,10.719929916023272,50000
262,SJF,0.0,50000
263,SJF,1.4275987985317753,50000
264,SJF,1.7666769582099753,50000
265,SJF,8.5306240715604,50000
266,SJF,1.4139039840175747,50000
267,SJF,2.0546787671950906,50000
268,SJF,12.233679378872418,50000
269,SJF,2.392024956788089,50000
270,SJF,9.223941108838613,50000
271,SJF,7.739175013563763,50000
272,SJF,0.7747589132491383,50000
273,SJF,0.3639233903044854,50000
274,SJF,12.797567739518001,50000
275,SJF,5.802984390689179,50000
276,SJF,17.730716860245458,50000
277,SJF,0.617411576304026,50000
278,SJF,5.82412958746754,50000
279,SJF,4.343022103735441,50000
280,SJF,4.942226983527405,50000
281,SJF,13.626605531849897,50000
282,SJF,16.993949012778028,50000
283,SJF,13.016069025464757,50000
284,SJF,6.293487824990181,50000
285,SJF,5.527137367717624,50000
286,SJF,0.3370353882778261,50000
287,SJF,13.074492029557756,50000
288,SJF,21.115364634478958,50000
289,SJF,8.351318839753928,50000
290,SJF,11.397793209404181,50000
291,SJF,3.350138327670156,50000
292,SJF,5.935816381860657,50000
293,SJF,5.704404137862752,50000
294,SJF,9.428429099148648,50000
295,SJF,5.951290377971855,50000
296,SJF,11.714715178078851,50000
297,SJF,2.9983340176988174,50000
298,SJF,1.500248961704805,50000
299,SJF,1.6999329748644005,50000
300,SJF,8.778133937127004,50000
301,SJF,1.7040172316106978,50000
302,SJF,5.653136704817046,50000
303,SJF,1.9069767512789773,50000
304,SJF,5.349768666989718,50000
305,SJF,6.921297826074087,50000
306,SJF,4.822055915388864,50000
307,SJF,7.739279511548745,50000
308,SJF,5.566357464229316,50000
309,SJF,1.6173015403075377,50000
310,SJF,15.004911388651653,50000
311,SJF,10.077663731228338,50000
312,SJF,11.064829003799348,50000
313,SJF,1.5572322692176348,50000
314,SJF,2.8690024483082497,50000
315,SJF,2.6401043779744717,50000
316,SJF,5.750503900910248,50000
317,SJF,3.965515699957021,50000
318,SJF,9.669608522794789,50000
319,SJF,1.4014635299476774,50000
320,SJF,4.242060908054026,50000
321,SJF,3.614230920123723,50000
322,SJF,3.0905886882194835,50000
323,SJF,5.322288024531893,50000
324,SJF,6.864477033963252,50000
325,SJF,11.336936442133212,50000
326,SJF,9.926403840201386,50000
327,SJF,7.079566135164785,50000
328,SJF,5.637537965252726,50000
329,SJF,4.73191560235171,50000
330,SJF,1.1145580195147187,50000
331,SJF,3.6483694026528695,50000
332,SJF,2.550741197320368,50000
333,SJF,7.332466896680575,50000
334,SJF,5.036559219670915,50000
335,SJF,2.9806193480769307,50000
336,SJF,6.151159293732904,50000
337,SJF,0.9160106933749006,50000
338,SJF,2.776306801242453,50000
339,SJF,1.1956878974533491,50000
340,SJF,11.43838632299906,50000
341,SJF,12.223765295834733,50000
342,SJF,10.793251239883642,50000
343,SJF,17.032967659324985,50000
344,SJF,4.220560480835892,50000
345,SJF,14.925965940923222,50000
346,SJF,3.52945866432091,50000
347,SJF,5.0227852660958225,50000
348,SJF,4.596452720432362,50000
349,SJF,2.1636736125458325,50000
350,SJF,10.233381735390457,50000
351,SJF,7.936183295543079,50000
352,SJF,3.2646272510256944,50000
353,SJF,2.0888395203034476,50000
354,SJF,0.0,50000
355,SJF,8.029752116857592,50000
356,SJF,4.493014039421175,50000
357,SJF,3.245173939184596,50000
358,SJF,3.1262824825979956,50000
359,SJF,7.368989952072312,50000
360,SJF,11.427335141760253,50000
361,SJF,4.95209124522792,50000
362,SJF,14.71955622638027,50000
363,SJF,6.6469470751089075,50000
364,SJF,8.33852659349393,50000
365,SJF,14.0911680419893,50000
366,SJF,3.669105836271098,50000
367,SJF,2.04332378860687,50000
368,SJF,24.287924013579097,50000
369,SJF,9.08369823471497,50000
370,SJF,0.2636891888805722,50000
371,SJF,9.591924310768222,50000
372,SJF,6.586696218737355,50000
373,SJF,8.2906784438381,50000
374,SJF,3.4676280276495532,50000
375,SJF,23.52134881920805,50000
376,SJF,3.129848810518275,50000
377,SJF,11.25573728191614,50000
378,SJF,0.548059282199139,50000
379,SJF,7.959042148512429,50000
380,SJF,5.844815284853918,50000
381,SJF,5.765199535697001,50000
382,SJF,2.304528277560746,50000
383,SJF,0.37025748593160623,50000
384,SJF,3.0195409762296004,50000
385,SJF,0.16327051182862506,50000
386,SJF,1.0495121381001296,50000
387,SJF,11.668373219588673,50000
388,SJF,6.024898422471275,50000
389,SJF,13.759429928165618,50000
390,SJF,14.411576204358493,50000
391,SJF,3.1011933889904753,50000
392,SJF,4.016229137157918,50000
393,SJF,9.90167338382828,50000
394,SJF,23.030344115589664,50000
395,SJF,6.284546641085044,50000
396,SJF,8.114939764305399,50000
397,SJF,11.373002939955036,50000
398,SJF,6.683478333834214,50000
399,SJF,10.041605989507982,50000
400,SJF,1.335548526076647,50000
401,SJF,3.7563559892414133,50000
402,SJF,17.547632606361827,50000
403,SJF,3.7281397755476546,50000
404,SJF,6.891995860099705,50000
405,SJF,7.739353974832097,50000
406,SJF,13.779715797613665,50000
407,SJF,4.980065686077485,50000
408,SJF,2.4845662485747755,50000
409,SJF,8.574737555234217,50000
410,SJF,5.812295783530717,50000
411,SJF,2.697660062985106,50000
412,SJF,7.63784491130798,50000
413,SJF,12.604572987189368,50000
414,SJF,2.3700695011257933,50000
415,SJF,9.720074519312403,50000
416,SJF,5.635231055233235,50000
417,SJF,18.12615990297483,50000
418,SJF,10.581382203666685,50000
419,SJF,0.7128492629886652,50000
420,SJF,0.47386073933959477,50000
421,SJF,9.131112219309298,50000
422,SJF,11.644295719311323,50000
423,SJF,2.856794549162156,50000
424,SJF,5.7953648607478145,50000
425,SJF,0.07058772896330034,50000
426,SJF,2.081137311015779,50000
427,SJF,5.997553098969186,50000
428,SJF,10.371638327967627,50000
