,Iterations,Cooling_schedule,Cost,Initial temperature
0,10000,Linear,3793.0203748157032,850
1,10000,Log,16960.484168734532,180
2,10000,Exponential,3434.367036010818,220
3,10000,Quadratic,3229.5158906520414,850
